"","ServiceCode","ServiceURL","FullSiteCode","FullVariableCode","BeginDateTime","EndDateTime","SiteName","Latitude","Longitude","DataType","ValueType","SampleMedium","TimeUnits","TimeSupport"
"15","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:628","CHMI-D:PRUTOK",2007-06-18,2015-08-10,"Morávka - Psárky",49.5683364868164,18.5494213104248,"Average","Field Observation","Water","day",0
"16","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:629","CHMI-D:PRUTOK",2007-06-18,2015-08-10,"Detmarovice",49.9002914428711,18.4797382354736,"Average","Field Observation","Water","day",0
"17","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:630","CHMI-D:PRUTOK",2007-06-18,2015-08-10,"Zebrzydowice",49.8803443908691,18.6070671081543,"Average","Field Observation","Water","day",0
"18","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:631","CHMI-D:PRUTOK",2007-09-01,2015-08-10,"Karlovice",50.0975799560547,17.4488353729248,"Average","Field Observation","Water","day",0
"19","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:603","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Chotevice",50.5194282531738,15.7601499557495,"Average","Field Observation","Water","day",0
"20","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:604","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Svídnice",50.2666282653809,15.1798229217529,"Average","Field Observation","Water","day",0
"21","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:605","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Horní Staré Mesto",50.5950012207031,15.8774995803833,"Average","Field Observation","Water","day",0
"22","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:606","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Slatina nad Úpou",50.4491996765137,16.0517997741699,"Average","Field Observation","Water","day",0
"23","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:607","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Velký Drevíc",50.4913711547852,16.1832523345947,"Average","Field Observation","Water","day",0
"24","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:608","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Castolovice",50.1286811828613,16.1846981048584,"Average","Field Observation","Water","day",0
"25","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:609","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Žamberk",50.0816650390625,16.4652786254883,"Average","Field Observation","Water","day",0
"26","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:610","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Klášterec nad Orlicí",50.117000579834,16.5529003143311,"Average","Field Observation","Water","day",0
"27","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:611","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Sobkovice",50.0472946166992,16.6079807281494,"Average","Field Observation","Water","day",0
"28","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:612","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Spacice",49.8168334960938,15.5958404541016,"Average","Field Observation","Water","day",0
"29","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:613","CHMI-D:PRUTOK",2007-06-21,2015-08-10,"Kašava",49.2886543273926,17.7816123962402,"Average","Field Observation","Water","day",0
"30","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:614","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Bystricka nad prehradou",49.4184112548828,18.0447578430176,"Average","Field Observation","Water","day",0
"31","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:615","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Mezina",49.964054107666,17.4892978668213,"Average","Field Observation","Water","day",0
"32","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:616","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Valšov",49.9248008728027,17.4552822113037,"Average","Field Observation","Water","day",0
"33","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:588","CHMI-D:PRUTOK",2007-06-22,2015-08-10,"Osoblaha",50.283332824707,17.716667175293,"Average","Field Observation","Water","day",0
"34","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:589","CHMI-D:PRUTOK",2007-06-17,2015-08-02,"Ratibor",50.1068801879883,13.1014680862427,"Average","Field Observation","Water","day",0
"35","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:590","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Obora",49.8166122436523,12.5553722381592,"Average","Field Observation","Water","day",0
"36","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:591","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Hamry",49.240966796875,13.1548128128052,"Average","Field Observation","Water","day",0
"37","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:592","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Hamry",49.2382392883301,13.1574144363403,"Average","Field Observation","Water","day",0
"38","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:593","CHMI-D:PRUTOK",2007-06-22,2015-08-10,"Žákava",49.6311111450195,13.5322217941284,"Average","Field Observation","Water","day",0
"39","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:594","CHMI-D:PRUTOK",2007-07-09,2015-08-10,"Blažejovice",49.6129989624023,15.205286026001,"Average","Field Observation","Water","day",0
"40","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:595","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Chocnejovice",50.575553894043,14.9650001525879,"Average","Field Observation","Water","day",0
"41","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:596","CHMI-D:PRUTOK",2007-06-17,2015-07-10,"Slaná",50.5854949951172,15.3491172790527,"Average","Field Observation","Water","day",0
"42","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:597","CHMI-D:PRUTOK",2007-07-04,2015-08-10,"Uhlírská",50.8330574035645,15.1511106491089,"Average","Field Observation","Water","day",0
"43","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:598","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Harrachov",50.7688903808594,15.4347219467163,"Average","Field Observation","Water","day",0
"44","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:599","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Prosecné",50.5581588745117,15.6897287368774,"Average","Field Observation","Water","day",0
"45","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:600","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Hostinné",50.5356178283691,15.7352104187012,"Average","Field Observation","Water","day",0
"46","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:602","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Dolní Olešnice",50.5175018310547,15.7304000854492,"Average","Field Observation","Water","day",0
"47","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:601","CHMI-D:PRUTOK",2007-06-17,2015-08-10,"Hostinné",50.5416984558105,15.7262001037598,"Average","Field Observation","Water","day",0
"48","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1275","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Stará Belá",49.7634124755859,18.2168140411377,"Average","Field Observation","Water","day",0
"49","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1276","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Frýdek - Místek",49.6863098144531,18.3400001525879,"Average","Field Observation","Water","day",0
"50","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1277","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Raškovice",49.6012001037598,18.4739418029785,"Average","Field Observation","Water","day",0
"51","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1278","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Vyšní Lhoty",49.6266708374023,18.4636096954346,"Average","Field Observation","Water","day",0
"52","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1279","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Morávka",49.5849990844727,18.5327796936035,"Average","Field Observation","Water","day",0
"53","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1280","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Terlicko",49.7780609130859,18.5252799987793,"Average","Field Observation","Water","day",0
"54","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1281","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Žermanice",49.7333297729492,18.4466705322266,"Average","Field Observation","Water","day",0
"55","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1282","CHMI-D:PRUTOK",2014-07-27,2015-07-28,"Bludovice",49.7480583190918,18.4349994659424,"Average","Field Observation","Water","day",0
"56","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1283","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Šance",49.5149993896484,18.4152793884277,"Average","Field Observation","Water","day",0
"57","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1286","CHMI-D:PRUTOK",2014-07-26,2015-08-10,"Horepník",49.5112762451172,15.1077480316162,"Average","Field Observation","Water","day",0
"58","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1289","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"VD Husinec",49.0402793884277,13.9958295822144,"Average","Field Observation","Water","day",0
"59","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1290","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Kamenice nad Lipou",49.2997207641602,15.0798101425171,"Average","Field Observation","Water","day",0
"60","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1260","CHMI-D:PRUTOK",2014-07-26,2015-08-10,"Netolice",49.0489311218262,14.2005596160889,"Average","Field Observation","Water","day",0
"61","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1262","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Sobesuky",49.4647216796875,16.9941692352295,"Average","Field Observation","Water","day",0
"62","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1263","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Korycany nad prehradou",49.1074981689453,17.2224998474121,"Average","Field Observation","Water","day",0
"63","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1264","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"VD Korycany",49.1166687011719,17.1930599212646,"Average","Field Observation","Water","day",0
"64","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1265","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Rýmarov",49.9377784729004,17.2674999237061,"Average","Field Observation","Water","day",0
"65","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1266","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Sedlnice",49.6595573425293,18.0862350463867,"Average","Field Observation","Water","day",0
"66","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1267","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Tichá",49.5713958740234,18.2219142913818,"Average","Field Observation","Water","day",0
"67","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1268","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Jeseník nad Odrou",49.6130561828613,17.9046878814697,"Average","Field Observation","Water","day",0
"68","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1269","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Jablunkov - Lomná",49.5763893127441,18.7605590820312,"Average","Field Observation","Water","day",0
"69","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1270","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Polanka nad Odrou",49.7870445251465,18.1635417938232,"Average","Field Observation","Water","day",0
"70","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1271","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Smilovice",49.6711273193359,18.5769100189209,"Average","Field Observation","Water","day",0
"71","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1272","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Baška",49.6544494628906,18.3784523010254,"Average","Field Observation","Water","day",0
"72","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1273","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Palkovice",49.6399993896484,18.3197193145752,"Average","Field Observation","Water","day",0
"73","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1274","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Olešná",49.6666717529297,18.3202800750732,"Average","Field Observation","Water","day",0
"74","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1291","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Gopprechts",48.8933067321777,15.0339975357056,"Average","Field Observation","Water","day",0
"75","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1292","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Altmanns",48.8753623962402,15.085428237915,"Average","Field Observation","Water","day",0
"76","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1293","CHMI-D:PRUTOK",2014-07-27,2015-08-10,"Heidenreichstein",48.8627777099609,15.1153478622437,"Average","Field Observation","Water","day",0
"77","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:572","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"VD Josefuv Dul",50.7827796936035,15.23277759552,"Average","Field Observation","Water","day",0
"78","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:718","CHMI-D:PRUTOK",2014-12-30,2015-08-10,"Strekov",50.6389045715332,14.0494289398193,"Average","Field Observation","Water","day",0
"79","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:912","CHMI-D:PRUTOK",2011-01-12,2015-08-10,"Újezdec",49.5158920288086,13.1978464126587,"Average","Field Observation","Water","day",0
"149","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:914","CHMI-D:PRUTOK",2011-01-12,2015-08-10,"Šitbor",49.5031242370605,12.7822151184082,"Average","Field Observation","Water","day",0
"219","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:946","CHMI-D:PRUTOK",2011-07-22,2013-02-12,"Zárecí",49.3245658874512,13.6795320510864,"Average","Field Observation","Water","day",0
"289","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:956","CHMI-D:PRUTOK",2011-07-23,2015-08-10,"Otín",49.1285552978516,15.0526914596558,"Average","Field Observation","Water","day",0
"359","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1249","CHMI-D:PRUTOK",2014-07-22,2015-01-02,"Malé Kyšice - Poteplí",50.0665893554688,14.0753059387207,"Average","Field Observation","Water","day",0
"360","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:773","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Nesmer",49.3199996948242,16.0272216796875,"Average","Field Observation","Water","day",0
"361","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:774","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Schwarzenau",48.7416648864746,15.2597217559814,"Average","Field Observation","Water","day",0
"362","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:775","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Raabs",48.8600006103516,15.489444732666,"Average","Field Observation","Water","day",0
"363","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:776","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Vysocany",48.960277557373,15.6855554580688,"Average","Field Observation","Water","day",0
"364","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:777","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Vranov - Hamry",48.8950004577637,15.8205556869507,"Average","Field Observation","Water","day",0
"365","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:778","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Skryje",49.3797225952148,16.3199996948242,"Average","Field Observation","Water","day",0
"366","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:779","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Brankovice",49.1538887023926,17.1361103057861,"Average","Field Observation","Water","day",0
"367","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:780","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Rychmanov",49.103889465332,16.7644443511963,"Average","Field Observation","Water","day",0
"368","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:781","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Velké Pavlovice",48.9077796936035,16.8219451904297,"Average","Field Observation","Water","day",0
"369","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:782","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Kyjov",49.0116653442383,17.1230564117432,"Average","Field Observation","Water","day",0
"370","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:783","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Velká nad Velickou",48.8761100769043,17.5208339691162,"Average","Field Observation","Water","day",0
"371","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:784","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Strážnice V",48.9049987792969,17.3452777862549,"Average","Field Observation","Water","day",0
"372","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:785","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Vyškov",49.2822227478027,16.9972229003906,"Average","Field Observation","Water","day",0
"373","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:786","CHMI-D:PRUTOK",2010-05-30,2015-08-10,"Prusy",49.4283332824707,17.5174999237061,"Average","Field Observation","Water","day",0
"374","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:366","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Mšeno",50.7324905395508,15.1732120513916,"Average","Field Observation","Water","day",0
"375","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:367","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Harcov",50.7688789367676,15.0698947906494,"Average","Field Observation","Water","day",0
"376","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:369","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Rudolfov",50.7948570251465,15.1078023910522,"Average","Field Observation","Water","day",0
"377","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:370","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Fojtka",50.8278007507324,15.0586004257202,"Average","Field Observation","Water","day",0
"378","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:371","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Mlýnice",50.8412857055664,15.0288028717041,"Average","Field Observation","Water","day",0
"381","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:1094","CHMI-D:PRUTOK",2015-01-02,2015-07-15,"Bravantice",49.7576370239258,18.08229637146,"Average","Field Observation","Water","day",0
"382","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:267","CHMI-D:PRUTOK",2015-01-02,2015-08-10,"KS Kamýk",49.6339492797852,14.2468290328979,"Average","Field Observation","Water","day",0
"383","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:329","CHMI-D:PRUTOK",2014-12-29,2015-07-27,"Rozkoš",50.3612823486328,16.061695098877,"Average","Field Observation","Water","day",0
"384","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:347","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"Trebovice",49.8576889038086,16.5031585693359,"Average","Field Observation","Water","day",0
"385","HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl","CHMI-D:359","CHMI-D:PRUTOK",2014-12-29,2015-08-10,"VD Vrchlice",49.9277000427246,15.2283821105957,"Average","Field Observation","Water","day",0
